country,year,quarter,account,cost_of_goods_usd,price_usd,sales_usd,quantity,avg_price_per_item,markup_ratio
China,2022,4,Wunsch-Bartoletti,3903.824,47.3627,7084.98,149.59,47.3627,0.0121
China,2022,4,Zemlak Group,8100.0741,296.3218,9310.43,31.42,296.3218,0.0366
China,2022,4,"Zemlak, Bashirian and Schowalter",20987.8306,45.1196,37559.03,2544.88,14.7587,0.0021
China,2022,4,Ziemann LLC,9183.7302,47.6277,11422.55,239.83,47.6277,0.0052
China,2023,1,"Barrows, Kuhic and Watsica",3570.7437,49.3799,7970.41,161.41,49.3799,0.0138
China,2023,1,"Beahan, Mohr and Hyatt",17512.678,96.5178,26624.16,567.58,46.9082,0.0055
China,2023,1,Blanda-Marvin,7167.0463,13.6215,12730.1,934.56,13.6215,0.0019
China,2023,1,Bode-Abernathy,5692.9761,8.9485,8923.16,997.17,8.9485,0.0016
China,2023,1,Carter Inc,7596.7445,33.6394,18174.03,540.26,33.6394,0.0044
China,2023,1,Cole-Fahey,6499.3211,20.474,16008.18,781.88,20.474,0.0032
China,2023,1,Conn LLC,12386.8355,170.5531,27283.52,968.37,28.1747,0.0138
China,2023,1,Connelly LLC,15873.0494,45.0337,27383.57,1352.72,20.2433,0.0028
China,2023,1,Cremin-Welch,13173.2237,23.8591,16343.95,685.02,23.8591,0.0018
China,2023,1,D'Amore-Wisoky,15786.7961,150.1041,17959.95,119.65,150.1041,0.0095
China,2023,1,"Davis, Thiel and Gleichner",6247.8479,10.0608,8762.76,870.98,10.0608,0.0016
China,2023,1,Denesik Group,2657.6141,8.8883,5325.88,599.2,8.8883,0.0033
China,2023,1,Doyle-Gibson,5951.1543,36.4157,10001.94,274.66,36.4157,0.0061
China,2023,1,Ernser-Beahan,19603.1374,83.4157,27723.06,1134.37,24.4392,0.0043
China,2023,1,"Fahey, Hintz and Volkman",8958.2165,42.115,14310.25,339.79,42.115,0.0047
China,2023,1,"Grady, Weber and Fritsch",17311.7248,34.3185,19278.09,561.74,34.3185,0.002
China,2023,1,Green and Sons,8938.6374,138.6786,16929.59,369.75,45.7866,0.0155
China,2023,1,Greenfelder LLC,6712.0643,13.4355,10139.07,754.65,13.4355,0.002
China,2023,1,"Hagenes, Legros and Buckridge",4838.5957,7.4412,7168.29,963.32,7.4412,0.0015
China,2023,1,Hand-Harris,13320.1379,203.1064,19910.52,98.03,203.1064,0.0152
China,2023,1,"Hartmann, Witting and Emmerich",2417.0189,15.476,7976.96,515.44,15.476,0.0064
China,2023,1,"Heaney, Schuppe and Ward",2149.6371,9.3657,5511.89,588.52,9.3657,0.0044
China,2023,1,Heathcote LLC,2769.141,21.2618,5118.56,240.74,21.2618,0.0077
China,2023,1,Hickle Group,10249.6606,25.5707,17702.35,692.29,25.5707,0.0025
China,2023,1,Hilll Group,13041.2391,32.0055,16964.97,1279.98,13.2541,0.0025
China,2023,1,Hills-Funk,14848.8383,35.8619,19551.31,1067.02,18.3233,0.0024
China,2023,1,Huels Inc,6692.1232,52.4045,17750.99,338.73,52.4045,0.0078
China,2023,1,Jakubowski-Will,5816.3105,19.9162,8948.17,449.29,19.9162,0.0034
China,2023,1,Jerde-Huel,9957.49,17.6544,14452.09,818.61,17.6544,0.0018
China,2023,1,Kautzer-Bernhard,6904.4184,554.9141,8717.7,15.71,554.9141,0.0804
China,2023,1,Keeling Inc,7450.9368,61.7613,17327.76,280.56,61.7613,0.0083
China,2023,1,Kerluke-Medhurst,14759.4221,27.3444,17911.92,655.05,27.3444,0.0019
China,2023,1,Klein-Mosciski,4317.6948,11.6066,6030.3,519.56,11.6066,0.0027
China,2023,1,Koelpin Group,5690.3886,17.5123,12158.95,694.31,17.5123,0.0031
China,2023,1,Krajcik-Rogahn,4615.7132,11.9012,8962.55,753.08,11.9012,0.0026
China,2023,1,"Kris, Rath and Sipes",13907.9544,85.9273,18299.94,212.97,85.9273,0.0062
China,2023,1,Kuhic LLC,7492.4093,14.4479,10016.59,693.29,14.4479,0.0019
China,2023,1,Kutch Group,5732.8812,18.5119,14190.3,766.55,18.5119,0.0032
China,2023,1,Kuvalis Inc,13573.8907,43.327,15355.08,354.4,43.327,0.0032
China,2023,1,Labadie Group,10608.193,37.4369,27943.39,1520.77,18.3745,0.0035
China,2023,1,"Lehner, Feest and Prohaska",3195.3186,429.2637,6121.3,14.26,429.2637,0.1343
China,2023,1,Little LLC,8260.9821,33.7059,9650.68,286.32,33.7059,0.0041
China,2023,1,Lockman Inc,5622.166,13.5986,12466.0,916.71,13.5986,0.0024
China,2023,1,Lockman LLC,15767.3708,20.6791,18615.55,900.21,20.6791,0.0013
China,2023,1,Macejkovic LLC,6003.2426,27.7819,14713.83,529.62,27.7819,0.0046
China,2023,1,"Macejkovic, Spinka and Dooley",7375.2196,15.2673,12271.58,803.78,15.2673,0.0021
China,2023,1,"Mayert, Feil and Prosacco",6631.6029,25.6371,8545.88,333.34,25.6371,0.0039
China,2023,1,"Medhurst, Aufderhar and Mosciski",4624.6935,198.883,11063.86,55.63,198.883,0.043
China,2023,1,"Monahan, Weimann and Morissette",8231.8361,209.8646,12964.17,1010.99,12.8232,0.0255
China,2023,1,Mosciski Group,11548.5876,27.4016,18418.8,672.18,27.4016,0.0024
China,2023,1,Nienow Inc,6119.0625,40.949,16493.43,402.78,40.949,0.0067
China,2023,1,Nolan-Toy,2752.1646,40.327,5944.2,147.4,40.327,0.0147
China,2023,1,O'Reilly-Koss,11456.2127,33.847,17761.57,524.76,33.847,0.003
China,2023,1,Pollich-Lehner,11517.077,24.6584,14178.72,1162.55,12.1962,0.0021
China,2023,1,Raynor LLC,17933.5856,76.6552,28472.55,1472.16,19.3407,0.0043
China,2023,1,Roberts Inc,14038.6551,21.1274,17162.17,812.32,21.1274,0.0015
China,2023,1,Rodriguez-Volkman,7304.4107,25.2316,19530.51,774.05,25.2316,0.0035
China,2023,1,"Rutherford, Ebert and Treutel",8427.9928,37.4139,15023.16,401.54,37.4139,0.0044
China,2023,1,Schoen and Sons,6209.5028,360.5895,11964.36,33.18,360.5895,0.0581
China,2023,1,"Schulist, Okuneva and Daniel",6691.8372,10.3007,8072.18,783.65,10.3007,0.0015
China,2023,1,Schuppe-Bernhard,4035.717,13.2373,10537.12,796.02,13.2373,0.0033
China,2023,1,Stehr-Macejkovic,9051.3127,46.0928,15315.25,332.27,46.0928,0.0051
China,2023,1,Stracke and Sons,12645.8762,21.5475,14670.39,680.84,21.5475,0.0017
China,2023,1,"Tillman, Stokes and Beier",18278.5521,179.5956,25367.9,471.2,53.8368,0.0098
China,2023,1,Wiza-Jast,10731.9826,137.6856,19985.07,145.15,137.6856,0.0128
China,2023,2,"Barrows, Kuhic and Watsica",13678.2488,59.9705,18484.12,308.22,59.9705,0.0044
China,2023,2,"Bauch, Ebert and Fritsch",4861.2038,10.0546,7321.09,728.13,10.0546,0.0021
China,2023,2,Blanda-Marvin,7855.3474,13.3482,13291.62,995.76,13.3482,0.0017
China,2023,2,Cole-Fahey,12204.9198,80.5076,22627.21,1114.56,20.3015,0.0066
China,2023,2,Cremin-Welch,15816.9182,45.9716,23221.4,1260.89,18.4167,0.0029
China,2023,2,Daugherty and Sons,7677.8464,18.203,12225.87,671.64,18.203,0.0024
China,2023,2,"Davis, Thiel and Gleichner",6324.188,18.8659,18278.0,968.84,18.8659,0.003
China,2023,2,Doyle-Gibson,15127.9275,137.586,17289.06,125.66,137.586,0.0091
China,2023,2,Ernser-Beahan,20619.3441,96.4722,32371.04,1374.41,23.5527,0.0047
China,2023,2,"Fahey, Hintz and Volkman",6940.923,15.0578,8413.24,558.73,15.0578,0.0022
China,2023,2,Fay Inc,3660.6438,9.1086,7395.24,811.9,9.1086,0.0025
China,2023,2,"Grady, Weber and Fritsch",8551.7588,66.143,14668.54,221.77,66.143,0.0077
China,2023,2,Green and Sons,25565.8687,64.8986,33971.24,1205.23,28.1865,0.0025
China,2023,2,Hand-Harris,3460.2969,43.9833,9774.85,222.24,43.9833,0.0127
China,2023,2,"Hartmann, Witting and Emmerich",11220.282,34.4518,13421.39,389.57,34.4518,0.0031
China,2023,2,Heathcote LLC,7137.4274,24.6483,14599.43,1332.39,10.9573,0.0035
China,2023,2,Hegmann Inc,25182.8957,103.3361,46228.39,1792.47,25.7903,0.0041
China,2023,2,Heller and Sons,7858.6386,27.176,9434.14,347.15,27.176,0.0035
China,2023,2,Hills-Funk,11255.0926,42.7878,13929.57,325.55,42.7878,0.0038
China,2023,2,Howe LLC,7750.0493,15.9527,15226.03,954.45,15.9527,0.0021
China,2023,2,"Hyatt, O'Keefe and Monahan",7805.4398,25.6693,11328.65,441.33,25.6693,0.0033
China,2023,2,Jerde-Huel,3658.5932,11.336,8112.18,715.61,11.336,0.0031
China,2023,2,"Kautzer, Cronin and Lind",14068.1127,39.7392,19842.19,499.31,39.7392,0.0028
China,2023,2,Kautzer-Bernhard,30687.7391,114.6567,36126.58,851.5,42.427,0.0037
China,2023,2,Kerluke-Medhurst,4691.8935,23.1944,8656.63,373.22,23.1944,0.0049
China,2023,2,"Kling, Hegmann and Vandervort",11764.2203,19.0167,14723.68,774.25,19.0167,0.0016
China,2023,2,Kovacek LLC,13680.2151,59.1589,18338.09,309.98,59.1589,0.0043
China,2023,2,Kozey-Roberts,5797.3104,22.9007,7264.8,317.23,22.9007,0.004
China,2023,2,Kuvalis Inc,6274.8071,37.5175,7624.31,203.22,37.5175,0.006
China,2023,2,Labadie Group,7030.0038,18.5959,15767.87,1701.61,9.2664,0.0026
China,2023,2,Lockman LLC,11695.927,131.2674,18049.27,137.5,131.2674,0.0112
China,2023,2,Macejkovic LLC,8015.3936,33.6343,13426.12,399.18,33.6343,0.0042
China,2023,2,"Macejkovic, Spinka and Dooley",7635.6045,68.7515,13337.9,471.54,28.2858,0.009
China,2023,2,Mann LLC,2329.766,40.2601,5430.69,134.89,40.2601,0.0173
China,2023,2,Mante-Thiel,10451.1173,16.1044,13015.09,808.17,16.1044,0.0015
China,2023,2,Mayert Inc,5680.2667,7.2087,6597.29,915.18,7.2087,0.0013
China,2023,2,McDermott-Turcotte,4040.9191,12.393,8001.82,645.67,12.393,0.0031
China,2023,2,"McLaughlin, Streich and Fahey",10656.7975,27.6269,23319.06,1707.63,13.6558,0.0026
China,2023,2,Medhurst LLC,5782.3085,12.1617,9783.94,804.49,12.1617,0.0021
China,2023,2,"Medhurst, Aufderhar and Mosciski",10528.2947,18.7997,17402.14,925.66,18.7997,0.0018
China,2023,2,"Mills, Bechtelar and Johnson",5672.7367,33.9299,11867.65,349.77,33.9299,0.006
China,2023,2,"Monahan, Weimann and Morissette",4704.049,11.9275,6720.07,563.41,11.9275,0.0025
China,2023,2,Mosciski Group,3323.97,207.5844,9470.0,45.62,207.5844,0.0625
China,2023,2,Muller and Sons,8699.1913,20.938,15024.51,717.57,20.938,0.0024
China,2023,2,Murazik LLC,8195.2374,30.0243,16456.3,548.1,30.0243,0.0037
China,2023,2,Nienow-Gislason,10206.7846,21.3064,19742.33,926.59,21.3064,0.0021
China,2023,2,Nolan-Toy,4814.9397,8.2552,6515.48,789.26,8.2552,0.0017
China,2023,2,O'Connell Group,7362.8484,25.1397,10503.35,417.8,25.1397,0.0034
China,2023,2,O'Hara-Nicolas,4641.5013,8.5769,5965.94,695.58,8.5769,0.0018
China,2023,2,O'Kon-Prosacco,4159.7106,6.4229,5531.53,861.22,6.4229,0.0015
China,2023,2,"Quigley, Beatty and Runolfsdottir",8120.7633,24.1362,13626.06,1224.85,11.1247,0.003
China,2023,2,Reilly LLC,5564.7728,7.8009,7370.56,944.83,7.8009,0.0014
China,2023,2,Reinger Group,6956.5046,19.2386,14676.17,762.85,19.2386,0.0028
China,2023,2,"Rempel, Huels and Stracke",21683.9898,77.7472,25704.36,638.27,40.2719,0.0036
China,2023,2,Romaguera-Bernhard,5506.8694,22.9666,11842.73,515.65,22.9666,0.0042
China,2023,2,"Runolfsdottir, Bosco and Swaniawski",6324.1113,38.2613,8256.02,215.78,38.2613,0.0061
China,2023,2,"Schiller, Cummerata and Mayert",10737.268,18.8824,17573.27,930.67,18.8824,0.0018
China,2023,2,"Schiller, Franecki and Feest",12467.8103,31.0098,17486.41,563.9,31.0098,0.0025
China,2023,2,Schneider Inc,6966.2118,25.0994,7774.79,309.76,25.0994,0.0036
China,2023,2,Schroeder and Sons,2686.3632,12.3962,7299.9,588.88,12.3962,0.0046
China,2023,2,Smitham Group,10882.3194,27.5264,17810.67,647.04,27.5264,0.0025
China,2023,2,"Stark, Erdman and Pfannerstill",9579.2424,38.9668,17544.4,450.24,38.9668,0.0041
China,2023,2,Stokes-Tillman,5785.7557,16.3773,8726.63,532.85,16.3773,0.0028
China,2023,2,Stracke and Sons,7858.6471,27.2498,13502.83,495.52,27.2498,0.0035
China,2023,2,Tillman LLC,4089.1278,140.8075,10300.07,73.15,140.8075,0.0344
China,2023,2,Walsh-Beer,9257.9481,50.7925,19824.3,390.3,50.7925,0.0055
China,2023,2,Welch and Sons,15701.3634,87.8405,35073.86,801.7,43.7494,0.0056
China,2023,2,"Windler, Zieme and Robel",6208.9761,19.6101,8356.63,426.14,19.6101,0.0032
China,2023,2,Wiza-Jast,8595.7953,10.3141,9902.99,960.14,10.3141,0.0012
China,2023,2,Wiza-Thiel,3101.1158,6.8154,6341.75,930.5,6.8154,0.0022
China,2023,2,"Wolff, Barton and Lynch",5082.3354,24.2625,11986.64,494.04,24.2625,0.0048
China,2023,2,Zemlak Group,14356.752,44.7981,20055.16,911.92,21.9922,0.0031
China,2023,2,"Zemlak, Bashirian and Schowalter",4928.0486,6.8251,6416.73,940.17,6.8251,0.0014
China,2023,2,Ziemann LLC,14926.3246,22.082,18588.2,841.78,22.082,0.0015
China,2023,2,"Ziemann, Nicolas and Turcotte",12993.9776,111.1358,20608.8,549.53,37.5026,0.0086
China,2023,3,"Barrows, Kuhic and Watsica",8975.4311,27.7529,19427.34,700.01,27.7529,0.0031
China,2023,3,Blanda-Marvin,3865.0955,5.7737,5436.14,941.53,5.7737,0.0015
China,2023,3,Brekke Group,14141.2915,23.3424,18168.3,1624.97,11.1807,0.0017
China,2023,3,Connelly LLC,4293.6399,6.5266,5394.02,826.47,6.5266,0.0015
China,2023,3,Cremin-Borer,13079.8743,21.7167,18370.61,845.92,21.7167,0.0017
China,2023,3,Cronin-Crist,15214.5625,43.3901,18994.46,437.76,43.3901,0.0029
China,2023,3,Ernser-Beahan,14186.4194,153.4855,16515.04,107.6,153.4855,0.0108
China,2023,3,"Fahey, Hintz and Volkman",6182.6794,145.2487,19816.28,136.43,145.2487,0.0235
China,2023,3,"Grady, Weber and Fritsch",14585.3881,46.8797,26246.7,1160.76,22.6117,0.0032
China,2023,3,Green and Sons,4312.747,12.1352,5377.49,443.13,12.1352,0.0028
China,2023,3,Gutkowski-Lemke,2247.9802,8.4756,5301.84,625.54,8.4756,0.0038
China,2023,3,"Hagenes, Legros and Buckridge",1802.8636,9.1704,5872.52,640.38,9.1704,0.0051
China,2023,3,"Hartmann, Witting and Emmerich",7901.262,24.0429,16158.0,672.05,24.0429,0.003
China,2023,3,"Heaney, Schuppe and Ward",2765.2882,122.5097,6401.13,52.25,122.5097,0.0443
China,2023,3,Hills-Funk,3990.6134,10.9827,8472.64,771.45,10.9827,0.0028
China,2023,3,Jerde and Sons,11218.0236,44.7842,19341.42,431.88,44.7842,0.004
China,2023,3,Jerde-Huel,5715.7862,34.6997,18497.69,533.08,34.6997,0.0061
China,2023,3,Kautzer-Bernhard,11938.7983,47.4752,23242.78,977.18,23.7856,0.004
China,2023,3,Keeling Inc,10396.2401,17.9521,14319.89,797.67,17.9521,0.0017
China,2023,3,"King, Cartwright and Mertz",5276.1016,9.6488,8256.81,855.73,9.6488,0.0018
China,2023,3,"Kling, Hegmann and Vandervort",10008.8519,14.308,11425.63,798.55,14.308,0.0014
China,2023,3,"Kohler, Cummerata and Schultz",4804.999,16.5429,11305.88,683.43,16.5429,0.0034
China,2023,3,Kozey-Roberts,7424.8053,9.7312,9482.51,974.44,9.7312,0.0013
China,2023,3,"Kris, Rath and Sipes",8624.6119,33.9242,16120.77,475.2,33.9242,0.0039
China,2023,3,Labadie Group,9155.854,26.3828,12841.31,486.73,26.3828,0.0029
China,2023,3,Ledner Group,7268.7792,21.6578,12404.06,572.73,21.6578,0.003
China,2023,3,"Lehner, Feest and Prohaska",15699.2582,137.523,18667.37,135.74,137.523,0.0088
China,2023,3,Little Group,16405.9571,39.6308,18310.22,462.02,39.6308,0.0024
China,2023,3,Lueilwitz-Wilkinson,8874.2983,34.2449,12955.18,378.31,34.2449,0.0039
China,2023,3,"Macejkovic, Spinka and Dooley",18376.3182,60.7454,28796.76,1006.42,28.6131,0.0033
China,2023,3,Mante-Thiel,10743.193,42.2308,20461.09,909.59,22.4948,0.0039
China,2023,3,McDermott-Turcotte,15490.3307,56.2909,19338.74,343.55,56.2909,0.0036
China,2023,3,Mertz Inc,5801.4664,9.1492,8684.83,949.24,9.1492,0.0016
China,2023,3,Mitchell Group,17119.4545,52.9851,29694.78,1271.86,23.3475,0.0031
China,2023,3,Mosciski Group,7247.2771,32.9758,13371.36,405.49,32.9758,0.0046
China,2023,3,"Muller, Jacobi and Goodwin",6268.3626,12.7694,8730.31,683.69,12.7694,0.002
China,2023,3,Nienow Inc,2956.6008,83.9592,6989.6,83.25,83.9592,0.0284
China,2023,3,O'Connell Group,7846.785,13.4212,12759.0,950.66,13.4212,0.0017
China,2023,3,O'Hara-Nicolas,13185.5563,19.5905,18495.32,1907.75,9.6948,0.0015
China,2023,3,"Quigley, Beatty and Runolfsdottir",22946.8795,141.9308,31638.93,589.46,53.6744,0.0062
China,2023,3,Raynor LLC,6968.9502,16.275,11811.78,725.76,16.275,0.0023
China,2023,3,Reinger Group,5113.576,8.7599,6190.77,706.72,8.7599,0.0017
China,2023,3,"Rempel, Huels and Stracke",14302.8368,71.7984,17679.65,246.24,71.7984,0.005
China,2023,3,Runte and Sons,26425.4472,74.5267,43082.35,1904.19,22.625,0.0028
China,2023,3,"Schiller, Cummerata and Mayert",17789.7495,56.7718,33241.06,1174.06,28.3129,0.0032
China,2023,3,"Schiller, Franecki and Feest",14318.328,28.6159,19454.25,679.84,28.6159,0.002
China,2023,3,Schneider Inc,12389.2021,72.3059,13889.24,192.09,72.3059,0.0058
China,2023,3,"Schultz, Gutmann and Feest",9689.3426,133.9885,15086.46,833.22,18.1062,0.0138
China,2023,3,"Schumm, Rosenbaum and McGlynn",8642.772,13.9892,10276.78,734.62,13.9892,0.0016
China,2023,3,Schumm-Schmitt,3330.9162,10.6804,9462.83,886.0,10.6804,0.0032
China,2023,3,Schuppe-Bernhard,12235.7086,17.0409,16900.15,991.74,17.0409,0.0014
China,2023,3,Stokes-Tillman,9498.2454,152.3936,18660.6,122.45,152.3936,0.016
China,2023,3,Tillman LLC,17672.8513,42.5797,29113.68,1500.65,19.4007,0.0024
China,2023,3,Turcotte Inc,7436.0,16.9872,11618.75,683.97,16.9872,0.0023
China,2023,3,Walsh-Lubowitz,7265.1395,18.3109,15862.75,866.3,18.3109,0.0025
China,2023,3,"Ward, Medhurst and Kuphal",5762.7583,9.0502,7276.21,803.98,9.0502,0.0016
China,2023,3,Windler and Sons,11478.2758,23.489,13254.36,564.28,23.489,0.002
China,2023,3,Wiza-Jast,12388.824,20.6814,17698.32,855.76,20.6814,0.0017
China,2023,3,Wunsch-Bartoletti,5145.5269,33.0148,16870.58,511.0,33.0148,0.0064
China,2023,4,"Barrows, Kuhic and Watsica",14641.7634,40.4533,29235.76,1499.93,19.4914,0.0028
China,2023,4,Bartell Inc,6926.7617,27.9739,14223.33,508.45,27.9739,0.004
China,2023,4,"Beahan, Mohr and Hyatt",10190.3335,22.7135,15774.51,694.5,22.7135,0.0022
China,2023,4,Blanda-Marvin,3850.9119,7.3511,6938.58,943.88,7.3511,0.0019
China,2023,4,Bogisich and Sons,7626.2598,113.991,15855.01,139.09,113.991,0.0149
China,2023,4,Boyer-Bergnaum,15110.2759,83.0007,22825.98,652.15,35.0011,0.0055
China,2023,4,Brekke Group,4599.3142,9.6299,5720.54,594.04,9.6299,0.0021
China,2023,4,Buckridge Inc,9223.3253,263.7776,20771.83,707.56,29.357,0.0286
China,2023,4,Connelly LLC,6527.5634,19.3981,15180.38,782.57,19.3981,0.003
China,2023,4,"Considine, Boehm and Marks",22747.5497,141.1111,30877.11,562.58,54.8848,0.0062
China,2023,4,Cremin-Borer,9735.3546,132.1665,14530.38,109.94,132.1665,0.0136
China,2023,4,Cronin-Crist,13767.4443,46.1301,18259.21,395.82,46.1301,0.0034
China,2023,4,D'Amore-Wisoky,7009.7892,15.4578,11472.65,742.19,15.4578,0.0022
China,2023,4,"Davis, Thiel and Gleichner",10482.0667,20.4894,12644.23,617.11,20.4894,0.002
China,2023,4,Denesik Group,12914.4292,43.7822,19644.29,917.37,21.4137,0.0034
China,2023,4,Ernser-Beahan,13509.3113,30.2439,20172.69,2167.7,9.306,0.0022
China,2023,4,Flatley Group,11387.9436,75.3472,15265.34,202.6,75.3472,0.0066
China,2023,4,Green and Sons,5852.3662,39.8384,15606.31,391.74,39.8384,0.0068
China,2023,4,Hand-Harris,17482.331,41.7264,25426.23,1338.46,18.9966,0.0024
China,2023,4,"Hartmann, Witting and Emmerich",11705.74,140.7701,15797.22,112.22,140.7701,0.012
China,2023,4,Heathcote LLC,12597.0129,204.3441,21828.06,706.36,30.9022,0.0162
China,2023,4,"Jaskolski, Rodriguez and Kilback",3620.7696,19.2171,11072.69,576.19,19.2171,0.0053
China,2023,4,Jast-Leannon,8839.9281,26.5397,12811.49,482.73,26.5397,0.003
China,2023,4,Jerde and Sons,10533.2018,28.397,20743.12,1377.4,15.0596,0.0027
China,2023,4,Jerde-Huel,9669.7953,118.3456,14584.91,123.24,118.3456,0.0122
China,2023,4,Keeling Inc,3934.166,50.1608,9572.18,190.83,50.1608,0.0128
China,2023,4,Klein-Mosciski,5586.5476,8.9342,7009.47,784.57,8.9342,0.0016
China,2023,4,Kuhic LLC,7985.3591,87.8839,16430.78,186.96,87.8839,0.011
China,2023,4,Kuvalis Inc,9086.8306,19.0671,14994.77,786.42,19.0671,0.0021
China,2023,4,Labadie Group,10101.739,222.2779,14661.45,65.96,222.2779,0.022
China,2023,4,Lowe-Tillman,2477.7337,14.2045,8044.59,566.34,14.2045,0.0057
China,2023,4,Lueilwitz-Wilkinson,14715.2325,319.5664,18055.5,56.5,319.5664,0.0217
China,2023,4,Macejkovic LLC,6293.0775,10.1273,8120.1,801.8,10.1273,0.0016
China,2023,4,"Macejkovic, Spinka and Dooley",5825.3475,58.1303,8345.77,143.57,58.1303,0.01
China,2023,4,Medhurst LLC,5345.7768,39.5896,13707.12,346.23,39.5896,0.0074
China,2023,4,"Mills, Bechtelar and Johnson",21902.5438,69.6297,31091.77,1010.37,30.7727,0.0032
China,2023,4,Muller and Sons,4641.5102,9.2442,8675.72,938.5,9.2442,0.002
China,2023,4,"O'Reilly, Thiel and Parisian",5943.5482,16.3439,15891.84,972.34,16.3439,0.0027
China,2023,4,O'Reilly-Koss,5089.9228,22.5469,7806.63,346.24,22.5469,0.0044
China,2023,4,Pollich-Lehner,19471.9031,61.976,37738.88,2104.95,17.9286,0.0032
China,2023,4,Powlowski Inc,8992.775,15.7948,14963.02,947.34,15.7948,0.0018
China,2023,4,Predovic Inc,5598.1805,12.8365,9838.63,766.46,12.8365,0.0023
China,2023,4,Raynor LLC,2132.0415,11.0158,6990.3,634.57,11.0158,0.0052
China,2023,4,Reilly LLC,12795.3667,33.4105,22419.46,1439.22,15.5775,0.0026
China,2023,4,Reinger Group,6125.7804,18.5016,16782.96,907.11,18.5016,0.003
China,2023,4,Roberts Inc,11297.0241,26.7887,14227.99,531.12,26.7887,0.0024
China,2023,4,"Rohan, Bartoletti and Moen",2811.3342,6.4738,5523.25,853.17,6.4738,0.0023
China,2023,4,Romaguera and Sons,12428.0839,25.7207,17678.64,687.33,25.7207,0.0021
China,2023,4,Runte LLC,6524.4675,506.2141,17398.58,34.37,506.2141,0.0776
China,2023,4,Runte and Sons,8529.5453,26.6313,15928.31,1307.48,12.1825,0.0031
China,2023,4,"Schiller, Cummerata and Mayert",9535.9388,31.9692,13225.99,413.71,31.9692,0.0034
China,2023,4,"Schiller, Heathcote and Hodkiewicz",14566.5087,27.1504,19217.03,707.8,27.1504,0.0019
China,2023,4,Schneider and Sons,4509.0385,29.1845,7896.74,270.58,29.1845,0.0065
China,2023,4,Schneider-Kertzmann,4062.3523,15.6611,6510.18,415.69,15.6611,0.0039
China,2023,4,"Schulist, Okuneva and Daniel",8317.7495,90.6746,17437.63,192.31,90.6746,0.0109
China,2023,4,Schulist-Beier,4140.2012,27.1597,10588.75,389.87,27.1597,0.0066
China,2023,4,"Schumm, Rosenbaum and McGlynn",6177.8645,12.2898,7208.71,586.56,12.2898,0.002
China,2023,4,Stokes-Tillman,10999.4784,12.8043,12386.8,967.39,12.8043,0.0012
China,2023,4,Thiel-Lang,14203.8225,31.5446,22090.74,1417.61,15.5831,0.0022
China,2023,4,Tillman LLC,4528.338,12.4089,9002.66,725.5,12.4089,0.0027
China,2023,4,Treutel and Sons,7045.0353,18.8884,9507.47,503.35,18.8884,0.0027
China,2023,4,Von-Klein,13093.519,28.9791,16824.64,1365.37,12.3224,0.0022
China,2023,4,Walker and Sons,5395.7278,10.5065,7175.17,682.93,10.5065,0.0019
China,2023,4,Walsh-Beer,15043.164,57.7093,18435.25,319.45,57.7093,0.0038
China,2023,4,Walsh-Lubowitz,14870.4026,20.6417,19162.89,928.36,20.6417,0.0014
China,2023,4,Welch and Sons,16421.6511,99.9693,23518.0,827.58,28.4178,0.0061
China,2023,4,Windler and Sons,5543.9429,55.1755,15272.57,276.8,55.1755,0.01
China,2023,4,Wiza-Thiel,6549.1789,10.5927,9804.16,925.56,10.5927,0.0016
China,2023,4,Ziemann LLC,4397.3509,27.3464,8901.52,325.51,27.3464,0.0062
China,2023,4,"Ziemann, Nicolas and Turcotte",7597.1238,20.2787,8927.29,440.23,20.2787,0.0027
China,2024,1,"Beahan, Mohr and Hyatt",10714.3734,247.685,18827.1,765.37,24.5987,0.0231
China,2024,1,Boyer-Bergnaum,1868.8835,5.7817,5715.24,988.51,5.7817,0.0031
China,2024,1,Brekke Group,6609.18,14.8324,11823.22,797.12,14.8324,0.0022
China,2024,1,Buckridge Inc,12799.0038,26.733,15401.93,576.14,26.733,0.0021
China,2024,1,Buckridge LLC,11773.8428,35.674,24721.51,2108.95,11.7222,0.003
China,2024,1,Cole-Fahey,4891.7576,8.5776,6728.69,784.45,8.5776,0.0018
China,2024,1,Conn LLC,7547.2296,31.8512,14403.11,452.2,31.8512,0.0042
China,2024,1,D'Amore-Wisoky,7623.093,13.153,9798.32,744.95,13.153,0.0017
China,2024,1,Dicki LLC,3462.8829,159.3813,5033.26,31.58,159.3813,0.046
China,2024,1,Doyle-Gibson,6367.0056,63.1557,8534.86,135.14,63.1557,0.0099
China,2024,1,Flatley Group,5576.478,24.3377,8286.0,340.46,24.3377,0.0044
China,2024,1,"Grady, Weber and Fritsch",9755.6554,31.181,19668.66,630.79,31.181,0.0032
China,2024,1,Gulgowski-Welch,8073.9279,12.3799,9906.66,800.22,12.3799,0.0015
China,2024,1,Gutkowski-Lemke,9762.693,55.6377,19259.19,718.61,26.8006,0.0057
China,2024,1,"Hagenes, Legros and Buckridge",9622.359,178.5465,16647.68,93.24,178.5465,0.0186
China,2024,1,Hand-Harris,17476.5553,63.894,28700.62,1614.81,17.7734,0.0037
China,2024,1,Harris-Stehr,5232.5151,13.2058,8013.04,606.78,13.2058,0.0025
